"id","keyword","keyword_free_punctuation"
"5127346","إِذابيَّة (قُوَّةُ الإذابة)","إذابية (قوة الإذابة)"
"5127347","آذار أو مَارس (شَهْر)","آذار أو مارس (شهر)"
"5127348","أَذَاعَ ","أذاع "
"5127350","إِذاعَة ","إذاعة "
"5127351","أَذْبَلَ ","أذبل "
"5127352","إذْعان ","إذعان "
"5127353","أَذْعَنَ ","أذعن "
"5127356","أَذْكَى بإضافة الفحم (النّار)","أذكى بإضافة الفحم (النار)"
"5127357","أَذَلَّ ","أذل "
"5127358","أَذِنَ ","أذن "
"5127360","أَذَّنَ ","أذن "
"5127361","أُذُن ","أذن "
"5127362","إِذْن ","إذن "
"5127365","أَذْنَبَ ","أذنب "
"5127366","أَذْهَلَ ","أذهل "
"5127367","أَذوَى ","أذوى "
"5127368","أَذَى ","أذى "
"5127369","أَذًى ","أذى "
"5127370","أَذِيَّة ","أذية "
"5127371","أُذَينُ القَلْب ","أذين القلب "
"5127372","أُذَينة ","أذينة "
"5127373","أَراحَ ","أراح "
"5127374","أَرَادَ ","أراد "
"5127375","إِرادة ","إرادة "
"5127376","إِرَادِيّ ","إرادي "
"5127377","أَرَاقَ ","أراق "
"5127380","إِرْباك ","إرباك "
"5127381","إِرْبَة (ج إِرَب)","إربة (ج إرب)"
"5127382","الأَرْبِعاء (يَوْم)","الأربعاء (يوم)"
"5127383","أَرْبَعون ","أربعون "
"5127385","أَرْبَكَ ","أربك "
"5127386","إرْبِيَان ","إربيان "
"5127387","اِرْتَأَى ","ارتأى "
"5127388","اِرْتَابَ ","ارتاب "
"5127390","اِرْتَاح ","ارتاح "
"5127391","اِرْتَادَ ","ارتاد "
"5127392","اِرْتَاعَ ","ارتاع "
"5127393","اِرْتِبَاط ","ارتباط "
"5127394","اِرْتِباك ","ارتباك "
"5127395","اِرْتَبَطَ ","ارتبط "
"5127396","أَرْتَجَ ","أرتج "
"5127397","اِرْتَجَّ ","ارتج "
"5127398","اِرتِجاج ","ارتجاج "
"5127399","اِرْتِجاف ","ارتجاف "
"5127400","اِرْتِجال ","ارتجال "
"5127402","اِرتِجاليّ ","ارتجالي "
"5127403","اِرْتَجَفَ ","ارتجف "
"5127404","اِرْتَجَلَ ","ارتجل "
"5127405","اِرتِحال ","ارتحال "
"5127406","اِرْتَحَلَ ","ارتحل "
"5127407","اِرْتِخاء ","ارتخاء "
"5127408","اِرتَخى ","ارتخى "
"5127409","اِرْتَدَّ ","ارتد "
"5127411","ارْتَدَى ","ارتدى "
"5127412","اِرتِداد ","ارتداد "
"5127413","اِرتِسام ","ارتسام "
"5127414","اِرتشَحَ ","ارتشح "
"5127415","اِرتِطام ","ارتطام "
"5127418","اِرتِعاشَة ","ارتعاشة "
"5127419","اِرْتَعَدَ ","ارتعد "
"5127421","اِرْتَعَشَ ","ارتعش "
"5127422","اِرْتِفَاع ","ارتفاع "
"5127424","اِرتفاعُه... ","ارتفاعه... "
"5127425","اِرْتَفَعَ ","ارتفع "
"5127427","ارْتِقَاء ","ارتقاء "
"5127428","اِرْتَقَى ","ارتقى "
"5127429","اِرتِكاز ","ارتكاز "
"5127430","اِرتِكاس (اِرتِدادٌ إلى الأصل)","ارتكاس (ارتداد إلى الأصل)"
"5127431","اِرتِكاض (حركةُ الجنين)","ارتكاض (حركة الجنين)"
"5127432","اِرتِكام ","ارتكام "
"5127433","اِرْتَكَبَ ","ارتكب "
"5127435","اِرتكَزَ على ","ارتكز على "
"5127436","اِرتكَمَ ","ارتكم "
"5127437","أُرْتُوَازيّ (بئر)","أرتوازي (بئر)"
"5127438","اِرْتِيَاب ","ارتياب "
"5127439","اِرْتِيَاح ","ارتياح "
"5127440","اِرْتياد ","ارتياد "
"5127441","اِرْتِيَاع ","ارتياع "
"5127442","إِرْث ","إرث "
"5127443","أَرْجَأَ ","أرجأ "
"5127444","إِرْجاء ","إرجاء "
"5127445","إِرْجَاع ","إرجاع "
"5127446","أَرْجَحَ ","أرجح "
"5127447","أَرْجَحِيّة ","أرجحية "
"5127448","أَرْجَعَ ","أرجع "
"5127449","أَرْجو عَفْوَك ","أرجو عفوك "
"5127450","الأُرْجُوان (لَوْن)","الأرجوان (لون)"
"5127451","أُرْجُوانيّ خفيف ","أرجواني خفيف "
"5127452","أُرْجُوحَة ","أرجوحة "
"5127453","أُرْجُوفَة ","أرجوفة "
"5127454","أرْجيَّة ","أرجية "
"5127455","أَرَّخَ ","أرخ "
"5127456","إِرْخاء ","إرخاء "
"5127457","أَرْخَبيل (مجموعةُ جُزُر مُتقارِبة)","أرخبيل (مجموعة جزر متقاربة)"
"5127458","أَرْخَى ","أرخى "
"5127459","أرْدَأ ","أردأ "
"5127460","الأَرْدَأ ","الأردأ "
"5127461","أَرْدَفَ أو أَضافَ قَائِلاً ","أردف أو أضاف قائلا "
"5127462","أرْدُوَاز ","أردواز "
"5127463","الأَرْز (شَجَر، خَشَب)","الأرز (شجر، خشب)"
"5127464","أرُزّ ","أرز "
"5127465","إرْزَبَّة (مِطرقةٌ ضَخمة)","إرزبة (مطرقة ضخمة)"
"5127466","أرِسْتُقْراطِيّ ","أرستقراطي "
"5127467","إِرساء ","إرساء "
"5127468","إِرْساب ","إرساب "
"5127469","إِرْسال ","إرسال "
"5127470","إِرْساليَّة ","إرسالية "
"5127471","أَرْسَلَ ","أرسل "
"5127472","أَرْسَلَ (إلى عنوان جديد)","أرسل (إلى عنوان جديد)"
"5127481","أَرْسَى ","أرسى "
"5127482","أَرْسَى السفينة ","أرسى السفينة "
"5127483","إِرْشاد ","إرشاد "
"5127484","إِرْشادات ","إرشادات "
"5127485","أَرْشَدَ ","أرشد "
"5127486","أَرْصادٌ جَوِّيَّة ","أرصاد جوية "
"5127487","أرْصاديّ (إخصائيُّ أرصادٍ جَوِّيَّة)","أرصادي (إخصائي أرصاد جوية)"
"5127488","الأَرْض ","الأرض "
"5127489","أَرْض ","أرض "
"5127510","إِرْضاء ","إرضاء "
"5127511","أَرْضًا ","أرضا "
"5127512","أَرْضَى ","أرضى "
"5127513","إِرْضاع ","إرضاع "
"5127514","أَرضيّ ","أرضي "
"5127515","الأَرْضي شَوْكي ","الأرضي شوكي "
"5127516","أَرضِيَّة ","أرضية "
"5127517","أَرْعَبَ ","أرعب "
"5127518","أَرْعَدَ ","أرعد "
"5127519","إِرْغاء ","إرغاء "
"5127520","إِرْغام ","إرغام "
"5127521","أَرْغَمَ ","أرغم "
"5127523","أُرْغُن (آلة مُوسيقيّة)","أرغن (آلة موسيقية)"
"5127524","أَرْغى وأَزْبَدَ ","أرغى وأزبد "
"5127525","أَرْفَأ ","أرفأ "
"5127526","إِرْفاء ","إرفاء "
"5127527","أَرَّق ","أرق "
"5127528","أَرِقٌ ","أرق "
"5127529","أَرْقَش ","أرقش "
"5127530","أَرْقَط ","أرقط "
"5127531","أَركان ","أركان "
"5127532","أَرْكيولوجية ","أركيولوجية "
"5127533","أَرْمَشَ ","أرمش "
"5127534","أَرْمَل ","أرمل "
"5127535","أَرْمَلَة ","أرملة "
"5127536","أرْنَب ","أرنب "
"5127538","إِرْهَاب ","إرهاب "
"5127539","إِرْهَابِيّ ","إرهابي "
"5127540","إِرْهَاق ","إرهاق "
"5127541","أَرْهَبَ ","أرهب "
"5127542","أَرْهَقَ ","أرهق "
"5127544","إِرْواء ","إرواء "
"5127545","أُروز ","أروز "
"5127546","أُرُومَة ","أرومة "
"5127547","أَرَى ","أرى "
"5127548","أَرِيب ","أريب "
"5127550","أَرِيج ","أريج "
"5127551","أَرِيكَة ","أريكة "
"5127552","أَزَّ ","أز "
"5127554","إِزاء ","إزاء "
"5127555","أَزاحَ ","أزاح "
"5127556","إِزاحة ","إزاحة "
"5127557","أَزَالَ ","أزال "
"5127562","إِزالَة ","إزالة "
"5127563","إِزباد ","إزباد "
"5127564","أَزْبَدَ ","أزبد "
"5127565","اِزْدَادَ ","ازداد "
"5127567","اِزدِحام ","ازدحام "
"5127568","اِزْدَحَمَ بِـ ","ازدحم بـ "
"5127569","اِزْدِرَاء ","ازدراء "
"5127570","اِزدِراد ","ازدراد "
"5127571","اِزْدَرَدَ (اِبْتَلَعَ بِسُرْعَة)","ازدرد (ابتلع بسرعة)"
"5127572","اِزْدَرَعَ (نَقَلَ غرسة من مكان إلى آخر)","ازدرع (نقل غرسة من مكان إلى آخر)"
"5127573","اِزْدَرَى ","ازدرى "
"5127574","اِزْدِهار ","ازدهار "
"5127575","اِزْدَهَرَ ","ازدهر "
"5127577","اِزْدِواج ","ازدواج "
"5127578","اِزْدِواجيّ ","ازدواجي "
"5127579","اِزْدياد ","ازدياد "
"5127581","أَزْرَق ","أزرق "
"5127582","إِزْعَاج ","إزعاج "
"5127583","أَزْعَجَ ","أزعج "
"5127590","أَزْغَبُ ","أزغب "
"5127591","أَزِفَ ","أزف "
"5127592","أَزَمَة ","أزمة "
"5127593","أزْمَرة ","أزمرة "
"5127594","الأُزموزيَّة ","الأزموزية "
"5127595","أُزمومِتر (الانتشاريّ)","أزمومتر (الانتشاري)"
"5127596","إِزْمِيل ","إزميل "
"5127597","إِزْهار ","إزهار "
"5127598","أَزْهَرَ ","أزهر "
"5127599","اِزْهِرار ","ازهرار "
"5127600","إِزواج ","إزواج "
"5127601","أَزوت ","أزوت "
"5127602","أَزيز ","أزيز "
"5127603","آس (الوَاحد في وَرَق اللَّعِب)","آس (الواحد في ورق اللعب)"
"5127604","الآس البَرّي (شُجَيْرة)","الآس البري (شجيرة)"
"5127605","أُسّ ","أس "
"5127606","أَسَاءَ الاستعمال ","أساء الاستعمال "
"5127607","أَسَاءَ إلى ","أساء إلى "
"5127608","أَسَاءَ الفَهْم ","أساء الفهم "
"5127609","أَسَاءَ فَهْمَ ","أساء فهم "
"5127610","أَسَاءَ بِالكَلام ","أساء بالكلام "
"5127611","أَسَاءَ الظّن بِـ ","أساء الظن بـ "
"5127612","أَسَاءَ قَصْدَ ما يُقال له ","أساء قصد ما يقال له "
"5127613","أَسَاءَ مُعَامَلة ","أساء معاملة "
"5127614","إِسَاءَة ","إساءة "
"5127615","إِسابة (مزجُ الغاز أو البُخار بمواد صلبة لإماعته)","إسابة (مزج الغاز أو البخار بمواد صلبة لإماعته)"
"5127616","أَسَاس ","أساس "
"5127617","أَسَاسًا ","أساسا "
"5127618","أَساسات ","أساسات "
"5127619","أَسَاسِيّ ","أساسي "
"5127620","أَسالَ ","أسال "
"5127621","إِسالة ","إسالة "
"5127622","أَساليب ","أساليب "
"5127623","أَسباب العَيْش ","أسباب العيش "
"5127624","إِسبات ","إسبات "
"5127625","أسْبَتَ ","أسبت "
"5127626","أسْبِستوس (حَرير صَخْريّ)","أسبستوس (حرير صخري)"
"5127627","أَسْبَقِيَّة ","أسبقية "
"5127628","اسبِكتروسكوب ","اسبكتروسكوب "
"5127629","اسبكترومتر ","اسبكترومتر "
"5127630","أُسْبُوع ","أسبوع "
"5127632","أُسبوعان ","أسبوعان "
"5127633","أُسبوعيّ ","أسبوعي "
"5127634","أُسبوعيًّا ","أسبوعيا "
"5127635","أَسبِيرين ","أسبيرين "
"5127636","إسْت ","إست "
"5127637","اِسْتِئجار ","استئجار "
"5127638","اِسْتِئصال ","استئصال "
"5127639","اِسْتِئمارة ","استئمارة "
"5127640","اِسْتِئْمَان ","استئمان "
"5127641","اِسْتِئْنَاف (العَمَل)","استئناف (العمل)"
"5127642","اِسْتَاءَ ","استاء "
"5127643","اِستاتيّ ","استاتي "
"5127644","اِستاتيّاتُ المَوائِع ","استاتيات الموائع "
"5127645","اِسْتَأثَرَ بِـ ","استأثر بـ "
"5127646","اِسْتَأجَرَ ","استأجر "
"5127648","اِسْتَاد ","استاد "
"5127649","أُستاذ جامِعيّ ","أستاذ جامعي "
"5127650","اِسْتَأْصَلَ ","استأصل "
"5127652","اِسْتَأْنَفَ (الكلام)","استأنف (الكلام)"
"5127654","اِسْتَأهَلَ ","استأهل "
"5127655","اِستِباق ","استباق "
"5127656","اِسْتَبَانَ ","استبان "
"5127657","اِسْتِبانة ","استبانة "
"5127658","اِسْتِبْدَاد ","استبداد "
"5127659","اِسْتِبْدَادِيّ ","استبدادي "
"5127660","اِسْتَبْدَلَ ","استبدل "
"5127661","اِسْتِبْشار ","استبشار "
"5127662","اِسْتِبعاد ","استبعاد "
"5127663","اِسْتَبْعَدَ ","استبعد "
"5127664","اِستبَقَ ","استبق "
"5127665","اِستِبْقاء ","استبقاء "
"5127666","الاِستِبقائيَّة ","الاستبقائية "
"5127667","اِستَبْقاه في خدمته ","استبقاه في خدمته "
"5127668","اِسْتَبْقَى ","استبقى "
"5127669","اِسْتِبْيَان ","استبيان "
"5127670","اِسْتِتْباب ","استتباب "
"5127671","اِسْتتَرَ ","استتر "
"5127672","اِسْتِثارة ","استثارة "
"5127673","اِسْتِثْمَار ","استثمار "
"5127674","اِسْتَثْمَرَ ","استثمر "
"5127675","اِسْتثْنَاء ","استثناء "
"5127677","اِسْتِثْنَائِيّ ","استثنائي "
"5127678","اِسْتَثْنَى ","استثنى "
"5127679","اِسْتَجَابَ ","استجاب "
"5127681","اِسْتِجابة ","استجابة "
"5127682","اِسْتَجدَى ","استجدى "
"5127683","اِسْتِجذاب ","استجذاب "
"5127684","اِسْتِجلاء ","استجلاء "
"5127685","اِسْتَجَمّ ","استجم "
"5127686","اِسْتِجْمَام ","استجمام "
"5127687","اِسْتَجمَعَ شجاعتَهُ ","استجمع شجاعته "
"5127688","اِسْتَجمَعَ قُوَّتَهُ ","استجمع قوته "
"5127689","الاسْتِجْميَّة (تركُّز الأشعَّة تمامًا في بؤرة المنظومة البصريّة)","الاستجمية (تركز الأشعة تماما في بؤرة المنظومة البصرية)"
"5127690","اِسْتِجْوَاب ","استجواب "
"5127691","اِسْتَجْوَبَ ","استجوب "
"5127692","اِسْتِحاثَّة (اِستِحجارُ بقايا النبات والحيوان)","استحاثة (استحجار بقايا النبات والحيوان)"
"5127693","اِسْتِحالة ","استحالة "
"5127694","اِسْتَحَثّ ","استحث "
"5127695","اِسْتَحْدَث ","استحدث "
"5127696","اِسْتِحْسَان ","استحسان "
"5127697","اِسْتَحْسَنَ ","استحسن "
"5127699","اِسْتَحْضَر إلى الذِّهن ","استحضر إلى الذهن "
"5127700","اِسْتِحفار ","استحفار "
"5127701","اِسْتَحَقَّ ","استحق "
"5127705","اِسْتِحْقَاق ","استحقاق "
"5127706","اِسْتَحَكَّ (الجلد)","استحك (الجلد)"
"5127707","اِسْتِحكام ","استحكام "
"5127708","اِسْتِحلاب ","استحلاب "
"5127709","اِسْتِحلابيَّة ","استحلابية "
"5127710","اِسْتحلَبَ ","استحلب "
"5127711","اِسْتَحَمَّ ","استحم "
"5127712","اِسْتِحْمَام (حَمَّام)","استحمام (حمام)"
